Label,Name,Text
10,Antillesoma, Antillesoma is a genus of peanut worms (Phylum Sipuncula). The genus belongs to the family Phascolosomatidae. Antillesoma was described in 1973 by Stephen and Edmonds.
6,SLNCR Lough class, The SLNCR Lough Class was a class of 0-6-4T steam tank locomotives of the Sligo Leitrim and Northern Counties Railway (SLNCR).
9,Britton Michigan, Britton is a village in Lenawee County in the U.S. state of Michigan. The population was 586 at the 2010 census. The village is located within Ridgeway Township.
2,School of the Future (Yalta), The School of the Future (Yalta) is a secondary school in Yalta.
13,The Inugamis (1976 film), The Inugamis (犬神家の一族  Inugami-ke no ichizoku) is a 1976 Japanese film directed by Kon Ichikawa. Ichikawa would remake the film in 2006.
9,Krępa Kościelna, Krępa Kościelna [ˈkrɛmpa kɔɕˈt͡ɕɛlna] is a village in the administrative district of Gmina Lipsko within Lipsko County Masovian Voivodeship in east-central Poland. It lies approximately 7 kilometres (4 mi) west of Lipsko and 125 km (78 mi) south of Warsaw.
5,Sybrand van Haersma Buma, Sybrand van Haersma Buma (Dutch pronunciation: [ˈsibrɐnt vɐn ˈɦaːrsmɐ ˈbymɐ]) (born July 30 1965) is a Dutch politician of the Christian Democratic Appeal (CDA). He has been an MP since May 23 2002 and Parliamentary group leader since October 12 2010. He focuses on matters of judiciary and security policy. Although his official family name is Van Haersma Buma he is often just called Sybrand Buma.
12,The Message Is Love, The Message Is Love is the self-produced tenth album by American R&B singer Barry White released in 1979. It was White's first release on his own CBS-affiliated custom label Unlimited Gold following his departure from long-time label 20th Century-Fox Records and advance interest was high. The album however proved a disappointment both critically and commercially.
5,Robert Telford, Robert Taylor Telford (July 19 1860 – November 26 1933) was a Canadian pioneer and politician who served in the Legislative Assembly of Alberta from 1905 until 1913. Born in Quebec he came to western Canada to serve with the North-West Mounted Police during the North-West Rebellion. He then settled near Leduc and became a prominent local businessman before being elected as a Liberal in the 1905 election. He served two terms before retiring and later served one year as mayor of Leduc.
2,Riverdale High School (Hancock County Ohio), Riverdale High School is a public high school near Mount Blanchard in Delaware Township Hancock County Ohio United States. The school system is the result of a consolidation of three school districts. The communities of Forest (in Hardin County) Wharton (in Wyandot County) and Mt. Blanchard (in Hancock County) comprise the school district which consolidated in 1962. It is the only high school in the Riverdale Local Schools district.
6,Kolkata-class destroyer, The Kolkata-class (Project 15A) are a class of Stealth guided-missile destroyers constructed for the Indian Navy. The class comprises three ships - Kolkata Kochi and Chennai all of which are being built by Mazagon Dock Limited (MDL) in India and are the largest destroyers to be operated by the Indian navy.
4,Fernando García (footballer), Fernando Rafael García López (born on 21 July 1987 in Pimentel District) is a Peruvian footballer who plays as a striker for Alianza Atlético in the Peruvian First Division.
14,The Best American Magazine Writing 2007, The Best American Magazine Writing 2007 is a non-fiction book published by Columbia University Press and edited by the American Society of Magazine Editors. It features recognized high-quality journalism pieces from the previous year. The book includes an account by journalist William Langewiesche of Vanity Fair about a controversial United States military operation in Iraq an investigative journalism article for Rolling Stone by Janet Reitman a piece published in Esquire by C.J.
13,The Living Sea, The Living Sea is a 70mm American documentary film exploring marine locales intended to show the importance of protecting the ocean released to IMAX theaters in 1995. It is narrated by actress Meryl Streep with music by Sting produced by Science World a Vancouver based science education centre and underwater imagery directed by filmmaker Greg MacGillivray.
11,Hakea lorea, Hakea lorea commonly known as bootlace oak or cork tree is a species of shrub or small tree in the family Proteaceae found in central and northern Australia.The species was first formally described by Robert Brown as Grevillea lorea in 1810 in Prodromus Florae Novae Hollandiae et Insulae Van Diemen after being collected in Shoalwater Bay Queensland in September 1802 before reclassifying it in the genus Hakea in 1830 in his Supplementum primum prodromi florae Novae Hollandiae.
9,Kolari (Smederevo), Kolari is a village in the municipality of Smederevo Serbia. According to the 2002 census the village has a population of 1196 people.
10,Mordella octoguttata, Mordella octoguttata is a species of beetle in the Mordella genus that is in the Mordellidae family which is a part of the Tenebrionoidea superfamily. It was discovered in 1855.
13,Así te deseo, Así te deseo is a 1948 Argentine drama film directed and written by Belisario García Villar.
14,Song of Songs (Giraudoux), Song of Songs is an English adaptation of the play Cantique des Cantiques written in 1938 by the French dramatist Jean Giraudoux.
14,Corsairs of the Great Sea, Corsairs of the Great Sea is an accessory for the 2nd edition of the Advanced Dungeons & Dragons fantasy role-playing game published in 1994.
10,Pantolambda, Pantolambda is an extinct genus of Paleocene pantodont mammal. Pantolambda lived during the middle Paleocene and has been found both in Asia and North America.Cretaceous mammals which had to compete with dinosaurs were generally small insect eaters. Pantolambda was one of the first mammals to expand into the large-animal niches left vacant by the extinction of the dinosaurs. Pantolambda and other early pantodonts would quickly evolve into heavy animals such as Barylambda and Coryphodon.
12,The Wind Is Strong..., The Wind Is Strong... is the 1990 album from Cindytalk released by Midnight Music. From the sleeve notes: 'A Cindytalk diversion: Originally recorded as a soundtrack for the film Eclipse.' Eclipse has never been officially released.
8,Hawkin Hall Lake, Hawkin Hall Lake is a lake of Halifax Regional Municipality Nova Scotia Canada.
8,Jargalant Hairhan, Jargalant Hairhan (Mongolian: Жаргалант Хайрхан lit. blissful holy mountain) is a mountain in Mongolia located in the Khovd Province. It has a summit elevation of 3796 m (12454 ft) above sea level.
5,Charles Rogier, Charles Latour Rogier (17 August 1800–27 May 1885) was a Belgian liberal statesman and a leader in the Belgian Revolution of 1830. He became Prime Minister of Belgium on two separate occasions: from 1847 to 1852 and again from 1857 to 1868.
14,Fredy Neptune, Fredy Neptune: A Novel in Verse (1998) is a novel written in verse by the Australian poet Les Murray.Told in eight-line stanzas Fredy Neptune describes the experiences of Fred Boettcher an Australian of German parentage during the years between the world wars. The work was described by the British poet Ruth Padel as a haunting loving fiercely democratic epic by a master poet. It won the 1998 Queensland Premier's Literary Awards Fiction Book Award.
2,R.P. Sharma Institute of Technology, R.P. Sharma Institute of Technology (RPSIT) (formerly Patna Institute of Technology) is an engineering and management college in Patna the state capital of Bihar. It was founded by R.P. Sharma (founder of Patna Educational Development Trust) in 1980. The institution offers full time B. Tech. and MBA courses.It is affiliated with Magadh University
9,Thirukkalacherry, Thirukkalachery (Tamil: திருக்களாச்சேரி) is a small village in Nagapattinam District Tranquebar (Tharangambadi) Taluk Tamil Nadu India.See: The Taluk Map of Tranquebar (Tharangambadi)
10,Zelogamasus, Zelogamasus is a genus of mites in the family Parasitidae.
14,The American Century: Varieties of Culture in Modern Times, The American Century: Varieties of Culture in Modern Times is a 1997 book by Norman F. Cantor with Mindy Cantor.In this book Norman Cantor who is best known for his treatment of medieval European history traces 20th-Century Western intellectual thought including art literature philosophy psychology criticism and other intellectual disciplines.
